,AAP,AAPL,ADBE,AMZN,ASML,BAC,CMCSA,CVX,DIS,GOOG,HD,INTC,JNJ,JPM,META,MSFT,NVDA,PFE,PG,TSLA,TSM,UNH,V,VZ,WMT,Date
0,43.18000030517578,5.639999866485596,41.61000061035156,4.058000087738037,21.670000076293945,34.72999954223633,10.65999984741211,81.05000305175781,32.91999816894531,10.459545135498047,30.15999984741211,20.969999313354492,72.22000122070312,41.54999923706055,38.22999954223633,26.1200008392334,2.797499895095825,18.159393310546875,72.37000274658203,1.5926669836044312,9.303483009338379,29.15999984741211,17.524999618530273,32.938663482666016,62.0,2008-09-08
1,42.209999084472656,5.417142868041992,40.790000915527344,3.9519999027252197,20.950000762939453,32.52000045776367,10.354999542236328,78.79000091552734,32.43000030517578,10.427414894104004,29.149999618530273,20.329999923706055,71.33999633789062,39.470001220703125,38.22999954223633,26.100000381469727,2.702500104904175,17.305503845214844,71.88999938964844,1.5926669836044312,8.73631763458252,28.479999542236328,16.872499465942383,33.04182815551758,61.130001068115234,2008-09-09
2,42.939998626708984,5.414642810821533,40.72999954223633,3.8369998931884766,21.110000610351562,32.400001525878906,10.5600004196167,81.16000366210938,32.77000045776367,10.315336227416992,29.100000381469727,20.15999984741211,71.2300033569336,39.400001525878906,38.22999954223633,26.440000534057617,2.7049999237060547,17.26755142211914,72.38999938964844,1.5926669836044312,8.945274353027344,29.309999465942383,17.260000228881836,32.563507080078125,62.02000045776367,2008-09-10
3,42.459999084472656,5.451786041259766,41.04999923706055,3.9755001068115234,21.010000228881836,33.060001373291016,10.765000343322754,82.80000305175781,32.939998626708984,10.80325698852539,29.5,20.190000534057617,71.16000366210938,41.650001525878906,38.22999954223633,27.34000015258789,2.575000047683716,17.447818756103516,73.08000183105469,1.5926669836044312,8.756218910217285,29.959999084472656,17.737499237060547,32.57288360595703,63.16999816894531,2008-09-11
4,41.720001220703125,5.319285869598389,40.470001220703125,3.9149999618530273,20.049999237060547,33.7400016784668,10.854999542236328,84.23999786376953,33.2599983215332,10.900642395019531,28.799999237060547,20.15999984741211,70.58999633789062,41.16999816894531,38.22999954223633,27.6200008392334,2.547499895095825,17.666034698486328,73.1500015258789,1.5926669836044312,9.04477596282959,29.610000610351562,17.912500381469727,32.34779357910156,62.40999984741211,2008-09-12
5,40.2599983215332,5.012856960296631,38.08000183105469,3.867000102996826,19.739999771118164,26.549999237060547,10.430000305175781,80.08999633789062,32.36000061035156,10.80599594116211,28.5,19.360000610351562,69.61000061035156,37.0,38.22999954223633,26.81999969482422,2.325000047683716,17.12523651123047,72.13999938964844,1.5926669836044312,8.756218910217285,28.010000228881836,17.344999313354492,31.175430297851562,61.630001068115234,2008-09-15
6,39.849998474121094,4.99571418762207,38.13999938964844,3.936500072479248,20.59000015258789,29.549999237060547,10.270000457763672,81.86000061035156,32.5099983215332,11.031900405883789,27.579999923706055,19.479999542236328,69.80000305175781,40.7400016784668,38.22999954223633,25.989999771118164,2.3975000381469727,16.897533416748047,72.0,1.5926669836044312,8.97512435913086,26.780000686645508,16.587499618530273,30.800275802612305,62.13999938964844,2008-09-16
7,38.2400016784668,4.565357208251953,36.22999954223633,3.5769999027252197,19.15999984741211,27.200000762939453,9.734999656677246,80.05000305175781,32.189998626708984,10.323554992675781,25.6200008392334,18.549999237060547,69.51000213623047,35.77000045776367,38.22999954223633,24.56999969482422,2.5,16.29032325744629,70.94000244140625,1.5926669836044312,8.815919876098633,25.510000228881836,16.022499084472656,29.318410873413086,59.63999938964844,2008-09-17
8,38.279998779296875,4.788928985595703,39.650001525878906,3.825000047683716,20.020000457763672,30.579999923706055,10.220000267028809,82.87999725341797,33.439998626708984,10.936009407043457,26.950000762939453,19.260000228881836,70.93000030517578,40.29999923706055,38.22999954223633,25.260000228881836,2.7225000858306885,17.06831169128418,71.30999755859375,1.5926669836044312,9.323383331298828,26.56999969482422,16.725000381469727,30.56580352783203,61.47999954223633,2008-09-18
9,39.06999969482422,5.03249979019165,40.939998626708984,4.050000190734863,21.059999465942383,37.47999954223633,10.354999542236328,87.80000305175781,34.38999938964844,11.186819076538086,27.3700008392334,19.229999542236328,69.98999786376953,47.04999923706055,38.22999954223633,25.15999984741211,2.8524999618530273,17.599620819091797,70.36000061035156,1.5926669836044312,9.93034839630127,26.790000915527344,17.392499923706055,31.231704711914062,59.70000076293945,2008-09-19
10,38.72999954223633,4.680356979370117,39.22999954223633,3.746500015258789,19.860000610351562,34.150001525878906,9.9399995803833,87.33000183105469,32.90999984741211,10.713343620300293,25.6200008392334,18.5,68.41000366210938,40.79999923706055,38.22999954223633,25.399999618530273,2.7925000190734863,17.14421272277832,68.04000091552734,1.5926669836044312,9.572138786315918,26.520000457763672,16.295000076293945,30.040584564208984,58.88999938964844,2008-09-22
11,39.06999969482422,4.53000020980835,38.849998474121094,3.5880000591278076,19.020000457763672,33.29999923706055,9.630000114440918,85.45999908447266,32.529998779296875,10.691675186157227,25.260000228881836,18.6299991607666,68.1500015258789,40.560001373291016,38.22999954223633,25.440000534057617,2.7125000953674316,17.08728790283203,67.27999877929688,1.5926669836044312,9.26368236541748,26.0,16.725000381469727,29.12145233154297,58.400001525878906,2008-09-23
12,39.540000915527344,4.596786022186279,39.45000076293945,3.497999906539917,18.770000457763672,33.06999969482422,9.59000015258789,85.2300033569336,31.770000457763672,10.837129592895508,25.020000457763672,18.700000762939453,68.19000244140625,40.5,38.22999954223633,25.719999313354492,2.8125,17.06831169128418,68.73999786376953,1.5926669836044312,9.383085250854492,25.100000381469727,16.420000076293945,29.337167739868164,58.91999816894531,2008-09-24
13,39.599998474121094,4.711785793304443,39.83000183105469,3.6040000915527344,18.809999465942383,34.369998931884766,9.949999809265137,87.47000122070312,32.470001220703125,10.94896125793457,25.799999237060547,18.56999969482422,69.36000061035156,43.459999084472656,38.22999954223633,26.610000610351562,2.867500066757202,17.685009002685547,68.51000213623047,1.5926669836044312,9.51243782043457,25.5,16.149999618530273,30.059341430664062,60.119998931884766,2008-09-25
14,40.130001068115234,4.579999923706055,39.9900016784668,3.5350000858306885,18.649999618530273,36.70000076293945,10.350000381469727,86.94999694824219,32.75,10.735759735107422,26.459999084472656,19.200000762939453,69.4000015258789,48.2400016784668,38.22999954223633,27.399999618530273,2.922499895095825,17.7039852142334,68.83999633789062,1.5926669836044312,9.203980445861816,25.809999465942383,15.510000228881836,30.1812686920166,60.709999084472656,2008-09-26
15,38.83000183105469,3.7592859268188477,36.150001525878906,3.1675000190734863,16.290000915527344,30.25,9.005000114440918,77.5,29.729999542236328,9.489431381225586,24.989999771118164,17.270000457763672,66.9000015258789,41.0,38.22999954223633,25.010000228881836,2.5250000953674316,16.745731353759766,66.75,1.5926669836044312,8.656716346740723,21.0,14.449999809265137,28.71816062927246,58.45000076293945,2008-09-29
16,39.65999984741211,4.059286117553711,39.470001220703125,3.638000011444092,17.610000610351562,35.0,9.8149995803833,82.4800033569336,30.690000534057617,9.975608825683594,25.889999389648438,18.729999542236328,69.27999877929688,46.70000076293945,38.22999954223633,26.690000534057617,2.677500009536743,17.495256423950195,69.69000244140625,1.5926669836044312,9.323383331298828,25.389999389648438,15.34749984741211,30.09685707092285,59.88999938964844,2008-09-30
17,39.97999954223633,3.8971428871154785,38.119998931884766,3.4790000915527344,17.850000381469727,38.130001068115234,9.675000190734863,82.19999694824219,30.68000030517578,10.254563331604004,25.920000076293945,18.520000457763672,67.79000091552734,49.630001068115234,38.22999954223633,26.479999542236328,2.6024999618530273,17.96963882446289,71.2699966430664,1.5926669836044312,9.273632049560547,25.079999923706055,15.327500343322754,29.45909309387207,59.65999984741211,2008-10-01
18,38.88999938964844,3.575000047683716,35.220001220703125,3.368000030517578,17.0,36.369998931884766,9.175000190734863,79.55999755859375,29.959999084472656,9.725794792175293,24.860000610351562,17.200000762939453,67.79000091552734,49.849998474121094,38.22999954223633,26.25,2.3324999809265137,17.82732391357422,71.44000244140625,1.5926669836044312,8.73631763458252,24.760000228881836,14.397500038146973,29.327789306640625,58.849998474121094,2008-10-02
